"_","Insight_Name__c","Increment_Data__c"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000401""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001689""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001719""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001040""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001463""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001015""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000546""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000330""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000000403""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000000465""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001417""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000616""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001809""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001742""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001349""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001031""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000000521""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000668""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001815""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001666""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001135""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001606""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001252""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001196""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001591""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001023""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000927""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001228""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000511""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001302""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000676""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000659""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000000347""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001430""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001321""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001077""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001118""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001568""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000922""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000000571""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000610""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000612""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000000370""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001028""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001696""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001163""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001238""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001327""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001313""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001631""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000995""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000445""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000613""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000766""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001408""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000429""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000979""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000000602""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001866""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000889""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001669""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001704""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000993""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000779""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000501""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001478""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001397""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001513""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""6"", ""claim_numnber__c"": ""000000416""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000000369""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001293""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001005""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001740""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""2"", ""claim_numnber__c"": ""000000328""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001701""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001531""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""2"", ""claim_numnber__c"": ""000000450""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001776""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001492""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001433""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001389""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001787""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001623""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001087""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000357""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000000475""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000622""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000706""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000430""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001086""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000943""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000734""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001551""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000361""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000000382""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001794""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001004""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000603""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001034""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000646""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000711""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001475""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001318""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001080""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000606""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000485""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000639""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000000348""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000533""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001810""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000000758""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000962""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000000471""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000508""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000000344""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000806""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001601""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001831""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000435""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001231""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000000323""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001304""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001563""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000970""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001781""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001616""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001212""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001132""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001505""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001423""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000000555""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000991""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001546""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000953""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001016""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001842""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000987""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001869""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001837""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""2"", ""claim_numnber__c"": ""000000373""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001418""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001579""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001585""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000853""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001457""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000000727""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000355""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001847""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001310""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001622""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001136""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001812""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000488""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001045""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000925""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001027""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001137""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001751""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001570""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000000896""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000974""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001501""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000992""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001001""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001424""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001683""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001044""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000627""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001152""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001538""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000482""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000356""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001559""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000608""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001656""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001820""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001159""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000433""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000000514""}"
